40.7801|-74.0633|66.45.228.190|Interserver|United States|Secaucus,40.7801|-74.0633|64.20.32.213|Interserver|United States|Secaucus,40.7801|-74.0633|64.20.32.234|Interserver|United States|Secaucus,40.7605|-73.9933|207.239.51.85|XO Communications|United States|New York,38|-97|216.156.0.17|XO Communications|United States|,38|-97|206.111.13.214|XO Communications|United States|,38|-97|67.17.105.237|Level 3 Communications|United States|,38|-97|67.16.166.190|Level 3 Communications|United States|,38|-97|67.16.166.250|Level 3 Communications|United States|,38|-97|64.215.81.234|Level 3 Communications|United States|,37.3762|-122.1826|74.119.78.68|Facebook|United States|Palo Alto,53|-8|31.13.24.32|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.80|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,
35.7463|-78.7239|209.132.180.92|Red Hat|United States|Raleigh,35.7463|-78.7239|209.132.180.2|Red Hat|United States|Raleigh,37.5081|-122.301|209.132.181.163|Red Hat|United States|Belmont,33.7516|-84.3915|69.25.121.29|Internap Network Services Corporation|United States|Atlanta,33.7516|-84.3915|69.25.168.84|Internap Network Services Corporation|United States|Atlanta,48.86|2.35|77.67.94.73|Tinet SpA|France|,48.86|2.35|89.149.182.174|Tinet SpA|France|,38|-97|4.68.62.1|Level 3 Communications|United States|,38|-97|4.69.144.190|Level 3 Communications|United States|,38|-97|4.69.137.17|Level 3 Communications|United States|,51.5|-0.13|4.69.132.78|Level 3 Communications|United Kingdom|,38|-97|4.69.134.22|Level 3 Communications|United States|,38|-97|4.69.148.242|Level 3 Communications|United States|,38|-97|4.69.159.33|Level 3 Communications|United States|,38|-97|4.28.26.46|Level 3 Communications|United States|,37.3762|-122.1826|204.15.23.210|Facebook|United States|Palo Alto,53|-8|31.13.27.120|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.19|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton
41.5839|-93.6289|167.142.67.89|netINS|United States|Des Moines,41.5839|-93.6289|167.142.67.25|netINS|United States|Des Moines,41.5839|-93.6289|167.142.67.182|netINS|United States|Des Moines,42.7627|-84.4427|216.176.4.29|Great Lakes Comnet|United States|East Lansing,38|-97|206.223.119.115||United States|,53|-8|31.13.29.0|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.148|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.30|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.80|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,
32.2217|-110.9265|207.182.35.49|Opus One|United States|Tucson,32.2476|-110.95|209.104.3.89|Login|United States|Tucson,32.2217|-110.9265|206.169.93.41|tw telecom holdings|United States|Tucson,38|-97|64.129.238.190|tw telecom holdings|United States|,37.3635|-118.3951|12.91.226.9|AT&T Services|United States|Bishop,38|-97|12.122.104.14|AT&T Services|United States|,38|-97|12.122.1.146|AT&T Services|United States|,38|-97|12.122.128.201|AT&T Services|United States|,37.5147|-122.0423|12.249.231.26|AT&T Services|United States|Newark,37.3762|-122.1826|74.119.76.21|Facebook|United States|Palo Alto,53|-8|31.13.24.28|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.80|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,
38|-97|64.200.84.2|Level 3 Communications|United States|,38|-97|4.26.41.225|Level 3 Communications|United States|,38|-97|4.69.140.74|Level 3 Communications|United States|,51.5|-0.13|4.69.132.194|Level 3 Communications|United Kingdom|,38|-97|4.69.136.190|Level 3 Communications|United States|,38|-97|4.69.134.138|Level 3 Communications|United States|,38|-97|4.69.149.210|Level 3 Communications|United States|,38|-97|4.53.116.78|Level 3 Communications|United States|,37.3762|-122.1826|74.119.77.146|Facebook|United States|Palo Alto,53|-8|31.13.24.38|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.17|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,
33.7866|-118.2987|68.181.194.65|University of Southern California|United States|Los Angeles,33.8188|-118.0377|137.164.23.225|CENIC|United States|Cypress,33.8188|-118.0377|137.164.46.134|CENIC|United States|Cypress,33.8188|-118.0377|137.164.46.97|CENIC|United States|Cypress,33.8188|-118.0377|137.164.46.205|CENIC|United States|Cypress,33.8188|-118.0377|137.164.47.20|CENIC|United States|Cypress,"17.1333|-62.6167|198.32.251.133|Almond Oil Process, LLC.|Saint Kitts and Nevis|Charlestown",37.3762|-122.1826|74.119.77.130|Facebook|United States|Palo Alto,37.3762|-122.1826|74.119.76.137|Facebook|United States|Palo Alto,53|-8|31.13.24.28|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.80|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,
37.459|-122.1781|134.79.197.130|SLAC National Accelerator Laboratory|United States|Menlo Park,37.459|-122.1781|134.79.252.162|SLAC National Accelerator Laboratory|United States|Menlo Park,37.459|-122.1781|134.79.252.145|SLAC National Accelerator Laboratory|United States|Menlo Park,38|-97|192.68.191.249|SLAC National Accelerator Laboratory|United States|,37.8668|-122.2536|134.55.40.5|ESnet|United States|Berkeley,37.8668|-122.2536|134.55.50.202|ESnet|United States|Berkeley,37.8668|-122.2536|134.55.49.58|ESnet|United States|Berkeley,37.8668|-122.2536|134.55.43.81|ESnet|United States|Berkeley,37.8668|-122.2536|134.55.38.162|ESnet|United States|Berkeley,37.8668|-122.2536|198.125.140.234|ESnet|United States|Berkeley,38|-97|67.16.166.234|Level 3 Communications|United States|,38|-97|64.215.81.234|Level 3 Communications|United States|,37.3762|-122.1826|74.119.78.68|Facebook|United States|Palo Alto,53|-8|31.13.24.32|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.15|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,
40.3756|-74.6597|128.112.128.2|Princeton University|United States|Princeton,40.3756|-74.6597|128.112.12.82|Princeton University|United States|Princeton,40.3756|-74.6597|204.153.48.10|Princeton University|United States|Princeton,40.7553|-73.9924|63.138.53.73|PAETEC Communications|United States|New York,43.1005|-77.426|169.130.164.138|PAETEC Communications|United States|Fairport,53|-8|31.13.27.82|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,,,,
53.3333|-2.6333|193.62.127.129|The JNT Association|United Kingdom|Daresbury,51.5|-0.13|193.63.74.131|The JNT Association|United Kingdom|,51.5|-0.13|193.63.74.226|The JNT Association|United Kingdom|,53.3333|-2.6333|193.62.116.18|The JNT Association|United Kingdom|Daresbury,51.5142|-0.093099999999993|146.97.41.61|UK Academic Joint Network Team (NET-JANET-IP)|United Kingdom|London,51.5142|-0.093099999999993|146.97.33.41|UK Academic Joint Network Team (NET-JANET-IP)|United Kingdom|London,51.5142|-0.093099999999993|146.97.33.21|UK Academic Joint Network Team (NET-JANET-IP)|United Kingdom|London,51.5142|-0.093099999999993|146.97.33.1|UK Academic Joint Network Team (NET-JANET-IP)|United Kingdom|London,51.5142|-0.093099999999993|146.97.35.174|UK Academic Joint Network Team (NET-JANET-IP)|United Kingdom|London,51.5142|-0.093099999999993|195.66.237.69|London Internet Exchange Ltd.|United Kingdom|London,53|-8|31.13.30.198|Facebook Ireland Ltd|Ireland|,53|-8|31.13.30.236|Facebook Ireland Ltd|Ireland|,53|-8|31.13.31.249|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.69|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,
49|32|185.12.112.254|PP Koordinator|Ukraine|,51.5|-0.13|87.245.239.37|RETN Limited|United Kingdom|,51.5|-0.13|87.245.233.138|RETN Limited|United Kingdom|,47.3333|13.3333|193.203.0.194|ACOnet Services @ Vienna Internet eXchange|Austria|,53|-8|31.13.29.158|Facebook Ireland Ltd|Ireland|,53|-8|31.13.28.25|Facebook Ireland Ltd|Ireland|,53|-8|31.13.30.92|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.128|Facebook|United States|Palo Alto,53|-8|31.13.24.38|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.76|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,
failed,failed,13.754|100.5014|202.28.62.246|UniNet(Inter-university network)|Thailand|Bangkok,13.754|100.5014|202.28.62.250|UniNet(Inter-university network)|Thailand|Bangkok,13.754|100.5014|202.28.212.173|UniNet(Inter-university network)|Thailand|Bangkok,13.754|100.5014|202.28.212.53|UniNet(Inter-university network)|Thailand|Bangkok,15|100|122.155.224.29|CAT Telecom public company Ltd|Thailand|,15|100|61.19.7.9|CAT Telecom public company Ltd|Thailand|,15|100|61.19.7.2|CAT Telecom public company Ltd|Thailand|,15|100|61.19.9.158|CAT Telecom public company Ltd|Thailand|,53|-8|31.13.28.146|Facebook Ireland Ltd|Ireland|,53|-8|31.13.28.139|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.79|Facebook|United States|Palo Alto,53|-8|31.13.28.111|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.44|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.78|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,
"25.0392|121.525|211.76.96.254|Eastern Broadband Telecom Co., Ltd|Taiwan|Taipei","25.0392|121.525|219.80.240.37|Taiwan Fixed Network CO.,LTD.|Taiwan|Taipei","25.0392|121.525|60.199.20.34|Taiwan Fixed Network CO.,LTD.|Taiwan|Taipei",37.5331|-122.2471|198.32.176.71|Equinix|United States|Redwood City,37.3762|-122.1826|74.119.77.177|Facebook|United States|Palo Alto,53|-8|31.13.25.246|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.42|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.21|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,,
"47.3667|8.55|130.59.108.5|SWITCH, The Swiss Education and Research Network|Switzerland|Zurich","47.3667|8.55|130.59.36.138|SWITCH, The Swiss Education and Research Network|Switzerland|Zurich","47.3667|8.55|130.59.36.1|SWITCH, The Swiss Education and Research Network|Switzerland|Zurich",52.35|4.9167|195.69.145.164|Amsterdam Internet Exchange B.V.|Netherlands|Amsterdam,53|-8|31.13.29.92|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|74.119.78.231|Facebook|United States|Palo Alto,53|-8|31.13.30.236|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.75|Facebook|United States|Palo Alto,53|-8|31.13.27.73|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,
59.35|17.9167|193.228.143.149|Flashdance AB|Sweden|Bromma,59.35|17.9167|193.228.143.250|Flashdance AB|Sweden|Bromma,62|15|194.68.0.217|Resilans AB|Sweden|,62|15|194.68.0.205|Resilans AB|Sweden|,62|15|80.67.0.213|Portlane Networks AB|Sweden|,62|15|80.67.4.174|Portlane Networks AB|Sweden|,62|15|80.67.4.179|Portlane Networks AB|Sweden|,52.35|4.9167|195.69.145.164|Amsterdam Internet Exchange B.V.|Netherlands|Amsterdam,53|-8|31.13.29.88|Facebook Ireland Ltd|Ireland|,53|-8|31.13.30.131|Facebook Ireland Ltd|Ireland|,53|-8|31.13.30.236|Facebook Ireland Ltd|Ireland|,53|-8|31.13.31.5|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.67|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,
-25.7597|28.2651|160.124.109.126|Posix Systems (Pty) Ltd|South Africa|Lynnwood,-25.7597|28.2651|160.124.1.2|Posix Systems (Pty) Ltd|South Africa|Lynnwood,51|9|213.200.77.17|Tinet SpA|Germany|,51|9|213.200.77.234|Tinet SpA|Germany|,38|-97|67.16.166.250|Level 3 Communications|United States|,38|-97|64.215.81.234|Level 3 Communications|United States|,37.3762|-122.1826|74.119.78.68|Facebook|United States|Palo Alto,53|-8|31.13.24.32|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.76|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,
"1.3667|103.8|202.150.221.169|NewMedia Express Pte Ltd, Singapore Web Hosting|Singapore|",1.3667|103.8|202.79.197.65|Equinix Asia Pacific Pte Ltd|Singapore|,53|-8|31.13.28.146|Facebook Ireland Ltd|Ireland|,53|-8|31.13.28.139|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.79|Facebook|United States|Palo Alto,53|-8|31.13.28.111|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.120|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.57|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,,
55.7522|37.6156|195.128.76.225|CJSC Macomnet|Russian Federation|Moscow,55.7522|37.6156|195.239.11.229|VimpelCom|Russian Federation|Moscow,52.35|4.9167|195.69.145.164|Amsterdam Internet Exchange B.V.|Netherlands|Amsterdam,53|-8|31.13.29.92|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|74.119.78.231|Facebook|United States|Palo Alto,53|-8|31.13.30.236|Facebook Ireland Ltd|Ireland|,53|-8|31.13.31.5|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.17|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,,
45.3833|22.3333|89.47.38.129|Datazyx Sc Data Zyx Srl|Romania|Turnu,46|25|178.21.123.201|Direct One SA|Romania|,46|25|193.106.45.38|Direct One S.A.|Romania|,40|-4|83.217.231.2|NTT America|Spain|,40|-4|83.217.231.1|NTT America|Spain|,39.6237|-104.8738|129.250.3.188|NTT America|United States|Englewood,39.6237|-104.8738|129.250.5.217|NTT America|United States|Englewood,39.6237|-104.8738|129.250.3.20|NTT America|United States|Englewood,39.6237|-104.8738|129.250.3.114|NTT America|United States|Englewood,39.6237|-104.8738|168.143.97.118|NTT America|United States|Englewood,37.3762|-122.1826|74.119.78.68|Facebook|United States|Palo Alto,53|-8|31.13.24.32|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.19|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,
"39.5|-8|94.46.248.46|NFSi Telecom, Lda.|Portugal|","41.1496|-8.611|94.46.143.61|NFSi Telecom, Lda.|Portugal|Porto","39.5|-8|81.92.220.6|NFSi Telecom, Lda.|Portugal|",51.5|-0.13|62.73.183.105|NTT America|United Kingdom|,39.6237|-104.8738|129.250.4.137|NTT America|United States|Englewood,39.6237|-104.8738|129.250.4.85|NTT America|United States|Englewood,39.6237|-104.8738|129.250.3.126|NTT America|United States|Englewood,39.6237|-104.8738|129.250.3.73|NTT America|United States|Englewood,39.6237|-104.8738|129.250.2.9|NTT America|United States|Englewood,39.6237|-104.8738|129.250.3.110|NTT America|United States|Englewood,39.6237|-104.8738|168.143.97.118|NTT America|United States|Englewood,37.3762|-122.1826|74.119.78.68|Facebook|United States|Palo Alto,53|-8|31.13.24.86|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.21|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,
50.2584|19.0275|217.153.235.185|GTS Poland Sp. z o.o.|Poland|Katowice,52|20|157.25.4.237|GTS Poland Sp. z o.o.|Poland|,52|20|157.25.248.222|GTS Poland Sp. z o.o.|Poland|,52|20|157.25.248.114|GTS Poland Sp. z o.o.|Poland|,47.3333|13.3333|195.39.208.221|GTS Czech s.r.o.|Austria|,50.1167|8.6833|80.81.194.40|DE-CIX Management GmbH|Germany|Frankfurt Am Main,53|-8|31.13.27.205|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|74.119.78.112|Facebook|United States|Palo Alto,53|-8|31.13.30.92|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.128|Facebook|United States|Palo Alto,53|-8|31.13.24.86|Facebook Ireland Ltd|Ireland|,53|-8|31.13.24.19|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,
31.5497|74.3436|202.59.80.2|Nexlinx ISP Pakistan|Pakistan|Lahore,failed,30|70|202.125.143.149|Paknet Limited Merged into PTCL|Pakistan|,33.69|73.0551|221.120.252.225|PTCL|Pakistan|Islamabad,33.69|73.0551|221.120.254.42|PTCL|Pakistan|Islamabad,30|70|202.125.128.170|Paknet Limited Merged into PTCL|Pakistan|,42.8333|12.8333|195.22.198.204|TELECOM ITALIA SPARKLE S.p.A.|Italy|,42.8333|12.8333|195.22.199.99|TELECOM ITALIA SPARKLE S.p.A.|Italy|,42.8333|12.8333|89.221.41.81|TELECOM ITALIA SPARKLE S.p.A.|Italy|,37.3762|-122.1826|204.15.23.216|Facebook|United States|Palo Alto,53|-8|31.13.24.30|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.57|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,
52.5|5.75|80.69.67.220|Transip B.V.|Netherlands|,52.35|4.9167|195.69.145.115|Amsterdam Internet Exchange B.V.|Netherlands|Amsterdam,53|-8|31.13.29.86|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|74.119.78.225|Facebook|United States|Palo Alto,53|-8|31.13.30.236|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.75|Facebook|United States|Palo Alto,53|-8|31.13.27.73|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,,,
49.75|6.1667|80.92.66.1|Datacenter Luxembourg S.A.|Luxembourg|,49.75|6.1667|80.92.83.199|Datacenter Luxembourg S.A.|Luxembourg|,49.75|6.1667|80.92.83.193|Datacenter Luxembourg S.A.|Luxembourg|,33.4356|-112.3496|64.208.205.149|Level 3 Communications|United States|Avondale,38|-97|67.17.71.213|Level 3 Communications|United States|,38|-97|67.16.166.166|Level 3 Communications|United States|,38|-97|67.16.166.234|Level 3 Communications|United States|,38|-97|64.215.81.234|Level 3 Communications|United States|,37.3762|-122.1826|74.119.78.68|Facebook|United States|Palo Alto,53|-8|31.13.24.32|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.76|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,
56|24|84.15.6.170|UAB Bite Lietuva|Lithuania|,51|9|80.150.171.57|Deutsche Telekom AG|Germany|,51|9|217.5.95.26|Deutsche Telekom AG|Germany|,51|9|80.157.128.166|Deutsche Telekom AG|Germany|,53|-8|31.13.27.203|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|74.119.78.112|Facebook|United States|Palo Alto,37.3762|-122.1826|204.15.23.17|Facebook|United States|Palo Alto,37.3762|-122.1826|204.15.20.128|Facebook|United States|Palo Alto,53|-8|31.13.24.32|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.82|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,
57|25|80.232.169.1|SIA Lattelecom|Latvia|,57|25|195.122.0.42|SIA Lattelecom|Latvia|,52.35|4.9167|195.69.145.115|Amsterdam Internet Exchange B.V.|Netherlands|Amsterdam,53|-8|31.13.29.86|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|74.119.78.225|Facebook|United States|Palo Alto,53|-8|31.13.30.236|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.75|Facebook|United States|Palo Alto,53|-8|31.13.27.73|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,,
42.8731|74.6003|212.42.96.51|ElCat Ltd.|Kyrgyzstan|Bishkek,42.8731|74.6003|212.42.96.80|ElCat Ltd.|Kyrgyzstan|Bishkek,55.7522|37.6156|195.218.197.85|VimpelCom|Russian Federation|Moscow,60|100|79.104.235.70|VimpelCom|Russian Federation|,52.35|4.9167|195.69.145.164|Amsterdam Internet Exchange B.V.|Netherlands|Amsterdam,53|-8|31.13.29.92|Facebook Ireland Ltd|Ireland|,53|-8|31.13.30.131|Facebook Ireland Ltd|Ireland|,53|-8|31.13.30.236|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.75|Facebook|United States|Palo Alto,53|-8|31.13.27.71|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,
"35.7167|140.65|124.155.65.228|ASAHI Net,Inc.|Japan|Asahi","35.7167|140.65|124.155.65.254|ASAHI Net,Inc.|Japan|Asahi","35.7167|140.65|124.155.64.1|ASAHI Net,Inc.|Japan|Asahi",35.69|139.69|202.224.32.56|Asahi Net|Japan|,35.69|139.69|125.29.26.105|Kddi Corporation|Japan|,35.69|139.69|118.155.197.129|Kddi Corporation|Japan|,35.69|139.69|106.187.6.34|Kddi Corporation|Japan|,35.69|139.69|203.181.102.18|Kddi Corporation|Japan|,53|-8|31.13.27.130|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.23.215|Facebook|United States|Palo Alto,53|-8|31.13.31.160|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.59|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,
42.8333|12.8333|85.94.212.9|SEEWEB s.r.l.|Italy|,42.8333|12.8333|212.25.160.3|SEEWEB s.r.l.|Italy|,42.8333|12.8333|85.94.223.199|SEEWEB s.r.l.|Italy|,52.35|4.9167|195.69.145.164|Amsterdam Internet Exchange B.V.|Netherlands|Amsterdam,53|-8|31.13.29.88|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|74.119.78.225|Facebook|United States|Palo Alto,53|-8|31.13.30.236|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.75|Facebook|United States|Palo Alto,53|-8|31.13.27.69|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,,,,,,,,,
3.5833|98.6667|202.162.192.254|PT. Media Antar Nusa|Indonesia|Medan,3.5833|98.6667|202.162.199.238|PT. Media Antar Nusa|Indonesia|Medan,-6.1744|106.8294|124.195.60.121|PT Indosat Tbk.|Indonesia|Jakarta,-6.1744|106.8294|124.195.111.250|PT Indosat Tbk.|Indonesia|Jakarta,-6.1744|106.8294|114.0.12.121|PT Indosat Tbk (www.indosat.com)|Indonesia|Jakarta,-5|120|202.93.44.33|INDOSAT Internet Network Provider|Indonesia|,-6.1744|106.8294|114.4.19.2|PT Indosat Tbk (www.indosat.com)|Indonesia|Jakarta,-6.1744|106.8294|114.4.19.18|PT Indosat Tbk (www.indosat.com)|Indonesia|Jakarta,-6.1744|106.8294|114.4.19.38|PT Indosat Tbk (www.indosat.com)|Indonesia|Jakarta,-6.1744|106.8294|114.4.19.102|PT Indosat Tbk (www.indosat.com)|Indonesia|Jakarta,1.3667|103.8|103.4.97.25|Facebook|Singapore|,53|-8|31.13.28.146|Facebook Ireland Ltd|Ireland|,53|-8|31.13.28.139|Facebook Ireland Ltd|Ireland|,37.3762|-122.1826|204.15.20.79|Facebook|United States|Palo Alto,53|-8|31.13.28.111|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.118|Facebook Ireland Ltd|Ireland|,53|-8|31.13.27.80|Facebook Ireland Ltd|Ireland|,40.3756|-74.6597|173.252.110.27|Facebook|United States|Princeton,
